Frame Index,Latency (ms),7-Frame Trend (ms),High-Frequency Jitter (ms),System Jitter (ms),Cumulative Drift (ms),Temperature Change (C),Centered Trend Component (ms),GPU Temperature (C),GPU SM Clock (MHz),GPU Utilization (%),GPU Power (W),DVFS Event,DVFS Effect (ms),Spike Event,Spike Effect (ms),Burst Effect (ms)
139,9.242029462541852,9.270671610929528,-0.028642148387675093,-0.029613544252801754,-9.752686948192288,1.0,-0.03404310621255924,32.0,2895.0,18.0,117.82,0,0.0,0,0.0,0.0
140,9.391680036272321,9.269779438875158,0.12190059739716297,0.1209292015320363,-9.86686177156402,1.0,-0.03493527826692855,32.0,2850.0,18.0,117.96,1,0.12190059739716297,0,0.0,0.0
141,9.283318655831474,9.269985743931361,0.013332911900112876,0.012361516034986215,-9.980830289879549,1.0,-0.034728973210725655,32.0,2850.0,18.0,117.96,1,0.013332911900112876,0,0.0,0.0
142,9.252050127301898,9.265816669074855,-0.013766541772957552,-0.014737937638084214,-10.098967883051584,1.0,-0.03889804806723163,32.0,2850.0,18.0,117.96,1,-0.013766541772957552,0,0.0,0.0
143,9.228598458426339,9.263076470822703,-0.03447801239636483,-0.03544940826149149,-10.21984567447577,1.0,-0.0416382463193834,32.0,2850.0,18.0,117.96,1,-0.03447801239636483,0,0.0,0.0
144,9.242825099400111,9.236982695910395,0.005842403489715764,0.004871007624589104,-10.366817240812265,1.0,-0.06773202123169142,32.0,2850.0,18.0,117.96,1,0.005842403489715764,0,0.0,0.0
145,9.22021484375,9.232323782784597,-0.0121089390345972,-0.01308033489972386,-10.518447720274558,1.0,-0.07239093435748956,32.0,2850.0,18.0,117.96,1,-0.0121089390345972,0,0.0,0.0
146,9.222848074776786,9.230719897211815,-0.007871822435028264,-0.008843218300154925,-10.671682085309634,1.0,-0.07399481993027202,32.0,2850.0,18.0,117.96,1,-0.007871822435028264,0,0.0,0.0
147,9.209023611886161,9.433993125448422,-0.22496951356226091,-0.22594090942738757,-10.621643222108101,1.0,0.12927840830633563,32.0,2850.0,18.0,117.96,1,-0.22496951356226091,0,0.0,0.0
148,9.250706263950892,9.44967962771046,-0.19897336375956698,-0.19994475962469363,-10.555917856644532,1.0,0.14496491056837257,32.0,2850.0,18.0,117.96,1,-0.19897336375956698,0,0.0,0.0
149,9.240822928292411,9.457869082081075,-0.21704615378866343,-0.21801754965379008,-10.482003036810347,1.0,0.15315436493898815,32.0,2850.0,18.0,117.96,1,-0.21704615378866343,0,0.0,0.0
150,10.651511056082589,9.458779471261161,1.192731584821427,1.1917601889563003,-10.407177827796076,0.0,0.15406475411907472,31.0,2932.0,18.0,117.96,0,0.0,1,1.192731584821427,0.0
151,9.352630615234375,9.463196890694753,-0.11056627546037845,-0.11153767132550511,-10.327935199348213,0.0,0.1584821735526667,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
152,9.277541024344307,9.483662507971937,-0.20612148362762994,-0.2070928794927566,-10.228226953623166,0.0,0.17894779082985046,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
153,9.229220799037389,9.495796359315209,-0.26657556027782014,-0.2675469561429468,-10.116384856554847,0.0,0.1910816421731223,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
154,9.239945547921318,9.3004187759088,-0.060473227987483114,-0.06144462385260977,-10.199920342892936,0.0,-0.004295941233285916,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
155,9.393965584891182,9.288774762834821,0.1051908220563611,0.10421942619123443,-10.295099842305005,0.0,-0.01593995430726558,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
156,9.325759887695312,9.281951437191088,0.04380845050422444,0.04283705463909778,-10.397102667360807,0.0,-0.022763279950998694,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
157,9.283867972237724,9.309319943797831,-0.025451971560107367,-0.026423367425234028,-10.471736985809866,0.0,0.0046052266557445876,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
158,9.271122523716517,9.313226505201689,-0.04210398148517136,-0.04307537735029802,-10.542464742855067,0.0,0.008511788059601955,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
159,9.22977774483817,9.28730649364238,-0.05752874880420933,-0.058500144669335986,-10.639112511459578,0.0,-0.017408223499707276,31.0,2932.0,18.0,117.96,0,0.0,0,0.0,0.0
160,9.420800345284599,9.273615778708944,0.14718456657565504,0.1462131707105284,-10.749450994997524,1.0,-0.03109893843314282,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
161,9.267291477748326,9.264019557407924,0.0032719203404028008,0.0023005244752761405,-10.86938569983649,1.0,-0.040695159734163155,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
162,9.212525503976005,9.255975061533402,-0.043449557557396545,-0.0444209534225232,-10.997364900549979,1.0,-0.048739655608684984,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
163,9.229924883161273,9.25567611382932,-0.025751230668047853,-0.026722626533174514,-11.125643048967548,1.0,-0.04903860331276633,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
164,9.21669442313058,9.227360628089126,-0.010666204958546643,-0.011637600823673305,-11.282236683125312,1.0,-0.07735408905296026,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
165,9.214811052594866,9.221407364825811,-0.006596312230945145,-0.007567708096071805,-11.44478358054639,1.0,-0.08330735231627528,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
166,9.227685110909599,9.22551120057398,0.0021739103356193112,0.001202514470492651,-11.603226642219301,1.0,-0.07920351656810709,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
167,9.222591945103236,9.360488424495774,-0.13789647939253769,-0.13886787525766434,-11.626692479970417,1.0,0.05577370735368703,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
168,9.225618634905134,9.368109722526706,-0.14249108762157192,-0.14346248348669857,-11.642537019690602,1.0,0.06339500538461884,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
169,9.24125235421317,9.366477187798948,-0.12522483358577752,-0.12619622945090417,-11.660014094138544,1.0,0.06176247065686091,32.0,2932.0,17.0,118.82,0,0.0,0,0.0,0.0
170,10.174765450613839,9.365923356036749,0.8088420945770896,0.8078706987119629,-11.678045000348686,1.0,0.061208638894662215,32.0,2902.0,17.0,119.96,0,0.0,1,0.8088420945770896,0.0
171,9.270043509347099,9.368489946637833,-0.09844643729073432,-0.09941783315586099,-11.693509315957742,1.0,0.06377522949574654,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
172,9.203383309500557,9.368576049804688,-0.16519274030413023,-0.16616413616925688,-11.708887528399945,1.0,0.06386133266260074,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
173,9.223808288574219,9.368197382712848,-0.14438909413862966,-0.1453604900037563,-11.724644407933987,1.0,0.06348266557076165,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
174,9.240558079310826,9.237953497439015,0.002604581871811007,0.0016331860066843467,-11.870645172741861,1.0,-0.06676121970307136,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
175,9.226221357073102,9.230855980697942,-0.0046346236248400174,-0.005606019489966678,-12.023743454290809,1.0,-0.07385873644414431,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
176,9.238601684570312,9.237353889309631,0.001247795260681528,0.0002763993955548675,-12.170343827228068,1.0,-0.06736082783245578,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
177,9.263058253696986,9.278530665806361,-0.015472412109375,-0.01644380797450166,-12.275767423668597,1.0,-0.026184051335725655,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
178,9.220360892159599,9.28191344592036,-0.06155255376076063,-0.0625239496258873,-12.377808239995128,1.0,-0.02280127122172715,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
179,9.248868669782366,9.285036359514509,-0.03616768973214235,-0.03713908559726901,-12.47672614272751,1.0,-0.01967835762757808,32.0,2902.0,17.0,119.96,0,0.0,0,0.0,0.0
180,9.512045724051339,9.289458761409836,0.22258696264150224,0.2216155667763756,-12.571221643564563,1.0,-0.01525595573225047,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
181,9.264237540108818,9.286368545220821,-0.022131005112003166,-0.023102400977129827,-12.668807360590632,1.0,-0.018346171921265864,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
182,9.248081752232142,9.300054121990591,-0.05197236975844888,-0.052943765623575535,-12.752707500846931,1.0,-0.004660595151495528,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
183,9.269558497837611,9.524759409378987,-0.25520091154137603,-0.2561723074065027,-12.611902353714834,1.0,0.22004469223690037,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
184,9.241426740373884,9.485887955646126,-0.24446121527224207,-0.24543261113736872,-12.509968660315598,1.0,0.181173238504039,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
185,9.316159929547991,9.478804919184471,-0.16264498963647966,-0.16361638550160632,-12.415118003378018,1.0,0.17409020204238423,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
186,10.821805681501116,9.474578390316088,1.3472272911850283,1.3462558953199015,-12.32449387530882,1.0,0.1698636731740013,32.0,2895.0,17.0,121.97,0,0.0,1,1.3472272911850283,0.0
187,9.239945547921318,9.602912747130102,-0.36296719920878395,-0.36393859507391063,-12.105535390425608,1.0,0.2981980299880149,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
188,9.214656284877233,9.608047018245774,-0.39339073336854113,-0.3943621292336678,-11.881442634426724,1.0,0.30333230110368703,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
189,9.21849605015346,9.595688489018652,-0.37719243886519216,-0.37816383473031884,-11.669708407654962,1.0,0.2909737718765655,32.0,2895.0,17.0,121.97,0,0.0,0,0.0,0.0
190,10.167898995535714,9.362621385224012,0.8052776103117019,0.8043062144465752,-11.69104128467784,1.0,0.057906668081924906,32.0,2895.0,14.0,121.97,0,0.0,1,0.8052776103117019,0.0
191,9.277366638183594,9.35742171929807,-0.08005508111447668,-0.08102647697960334,-11.71757382762666,1.0,0.05270700215598367,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
192,9.229650224958148,9.35802241734096,-0.1283721923828125,-0.12934358824793915,-11.74350567253259,1.0,0.05330770019887332,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
193,9.190335954938616,9.358415564712214,-0.16807960977359748,-0.16905100563872413,-11.769044370067267,1.0,0.05370084757012705,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
194,9.203547886439733,9.216747050382653,-0.013199163942919867,-0.014170559808046528,-11.936251581931504,1.0,-0.08796766675943424,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
195,9.218861171177455,9.208457168267696,0.010404002909758958,0.009432607044632297,-12.111748675910698,1.0,-0.09625754887439086,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
196,9.221248081752233,9.205123901367188,0.01612418038504515,0.01515278451991849,-12.290579036790401,1.0,-0.09959081577489926,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
197,9.176219395228795,9.328369607730787,-0.1521502125019918,-0.15312160836711844,-12.346163691306504,1.0,0.023654890588700184,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
198,9.219337463378906,9.340502057756696,-0.12116459437778992,-0.12213599024291659,-12.389615895796698,1.0,0.03578734061460942,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
199,9.206317356654576,9.341743002132493,-0.13542564547791613,-0.13639704134304279,-12.431827155911096,1.0,0.03702828499040578,32.0,2895.0,14.0,121.97,0,0.0,0,0.0,0.0
200,10.053055899483818,9.342706952776227,0.7103489467075903,0.7093775508424637,-12.473074465381758,1.0,0.03799223563414067,32.0,2917.0,14.0,120.6,0,0.0,1,0.7103489467075903,0.0
201,9.288475036621094,9.351503644670759,-0.06302860804966492,-0.06400000391479159,-12.50552508295789,1.0,0.04678892752867192,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
202,9.227547781808036,9.35609062350526,-0.1285428416972234,-0.12951423756235006,-12.53338872169952,1.0,0.05137590636317313,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
203,9.22799573625837,9.360868492904974,-0.13287275664660392,-0.13384415251173057,-12.556474491041437,1.0,0.05615377576288694,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
204,9.237796238490514,9.24140400789222,-0.003607769401705596,-0.0045791652668322564,-12.699024745396107,1.0,-0.06331070924986726,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
205,9.251446315220424,9.22796661999761,0.023479695222814456,0.022508299357687795,-12.855012387645388,1.0,-0.07674809714447761,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
206,9.239762442452568,9.234465774224729,0.005296668227838808,0.0043252723627121474,-13.00450087566755,1.0,-0.07024894291735784,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
207,9.216804504394531,9.308419675243144,-0.09161517084861259,-0.09258656671373926,-13.080035462671296,1.0,0.0037049581010570876,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
208,9.194413321358818,9.32335647271604,-0.12894315135722145,-0.1299145472223481,-13.140633252202147,1.0,0.018641755573952423,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
209,9.27304186139788,9.33003079161352,-0.05698893021564011,-0.05796032608076677,-13.194556722835516,1.0,0.02531607447143358,32.0,2917.0,14.0,120.6,0,0.0,0,0.0,0.0
210,9.745673043387276,9.326307024274554,0.4193660191127222,0.4183946232475955,-13.252203960807853,1.0,0.02159230713246707,32.0,2752.0,18.0,116.87,1,0.4193660191127222,0,0.0,0.0
211,9.342353820800781,9.338055669044962,0.004298151755818935,0.003326755890692275,-13.29810255400978,1.0,0.03334095190287556,32.0,2752.0,18.0,116.87,1,0.004298151755818935,0,0.0,0.0
212,9.29816654750279,9.350722488091916,-0.05255594058912649,-0.05352733645425315,-13.331334328164754,1.0,0.04600777094982966,32.0,2752.0,18.0,116.87,1,-0.05255594058912649,0,0.0,0.0
213,9.213696071079799,9.33926656294842,-0.12557049186862201,-0.12654188773374866,-13.376022027463224,1.0,0.03455184580633386,32.0,2752.0,18.0,116.87,1,-0.12557049186862201,0,0.0,0.0
214,9.299045017787389,9.267427249830597,0.031617767956792164,0.030646372091665503,-13.492549039879517,1.0,-0.03728746731149002,32.0,2752.0,18.0,116.87,1,0.031617767956792164,0,0.0,0.0
215,9.2830810546875,9.260321947993063,0.022759106694437037,0.021787710829310376,-13.616181354133344,1.0,-0.04439276914902379,32.0,2752.0,18.0,116.87,1,0.022759106694437037,0,0.0,0.0
216,9.192850385393415,9.257624879175301,-0.06477449378188638,-0.06574588964701304,-13.742510737204933,1.0,-0.04708983796678545,32.0,2752.0,18.0,116.87,1,-0.06477449378188638,0,0.0,0.0
217,9.2427978515625,9.301590277224168,-0.05879242566166809,-0.05976382152679475,-13.824874722227655,1.0,-0.0031244399179186644,32.0,2752.0,18.0,116.87,1,-0.05879242566166809,0,0.0,0.0
218,9.292616707938057,9.30579983458227,-0.013183126644213061,-0.014154522509339722,-13.903029149892275,1.0,0.0010851174401835806,32.0,2752.0,18.0,116.87,1,-0.013183126644213061,0,0.0,0.0
219,9.27928706577846,9.30100374805684,-0.021716682278379196,-0.022688078143505857,-13.985979664082326,1.0,-0.003710969085247484,32.0,2752.0,18.0,116.87,1,-0.021716682278379196,0,0.0,0.0
220,9.521453857421875,9.316075071996572,0.20537878542530308,0.20440738956017643,-14.053858854332644,1.0,0.011360354854485166,32.0,2752.0,18.0,115.68,1,0.20537878542530308,0,0.0,0.0
221,9.328511919294085,9.324964562240911,0.003547357053173883,0.0025759611880472226,-14.112848554338623,1.0,0.020249845098824437,32.0,2752.0,18.0,115.68,1,0.003547357053173883,0,0.0,0.0
222,9.249508449009486,9.331220977160395,-0.08171252815090924,-0.0826839240160359,-14.165581839425117,1.0,0.02650626001830858,32.0,2752.0,18.0,115.68,1,-0.08171252815090924,0,0.0,0.0
223,9.29834965297154,9.3797682158801,-0.08141856290855998,-0.08238995877368664,-14.169767885791908,1.0,0.07505349873801315,32.0,2752.0,18.0,115.68,1,-0.08141856290855998,0,0.0,0.0
224,9.30502428327288,9.343501032615194,-0.03847674934231371,-0.03944814520744037,-14.210221115423604,1.0,0.03878631547310718,32.0,2752.0,18.0,115.68,1,-0.03847674934231371,0,0.0,0.0
225,9.336411612374443,9.360949457908163,-0.02453784553371996,-0.02550924139884662,-14.233225919762331,1.0,0.05623474076607593,32.0,2752.0,18.0,115.68,1,-0.02453784553371996,0,0.0,0.0
226,9.619117736816406,9.36099523427535,0.25812250254105606,0.2571511066759294,-14.256184947733871,1.0,0.05628051713326343,32.0,2752.0,18.0,115.68,1,0.25812250254105606,0,0.0,0.0
227,9.267583574567523,9.373792687240911,-0.10620911267338862,-0.10718050853851528,-14.26634652273985,1.0,0.06907797009882444,32.0,2752.0,18.0,115.68,1,-0.10620911267338862,0,0.0,0.0
228,9.450650896344866,9.369848134566325,0.08080276177854095,0.07983136591341429,-14.280452650420415,1.0,0.06513341742423862,32.0,2752.0,18.0,115.68,1,0.08080276177854095,0,0.0,0.0
229,9.249828883579799,9.360346112932476,-0.11051722935267705,-0.11148862521780371,-14.30406079973483,1.0,0.05563139579038889,32.0,2752.0,18.0,115.68,1,-0.11051722935267705,0,0.0,0.0
230,9.387931823730469,9.306627857441804,0.08130396628866521,0.08033257042353854,-14.381387204539916,1.0,0.0019131402997167868,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
231,9.277412414550781,9.309258441535793,-0.03184602698501138,-0.032817422850138035,-14.456083025251013,1.0,0.0045437243937058724,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
232,9.2698974609375,9.281197839853714,-0.011300378916214271,-0.012271774781340932,-14.55883944764419,1.0,-0.023516877288372484,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
233,9.243089948381696,9.297167719626913,-0.05407777124521651,-0.05504916711034317,-14.645625990264167,1.0,-0.00754699751517407,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
234,9.285997663225446,9.263862921267139,0.022134741958307558,0.021163346093180897,-14.765717331243918,1.0,-0.04085179587494814,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
235,9.254226684570312,9.26736730458785,-0.013140620017537685,-0.014112015882664346,-14.882304288902958,1.0,-0.03734741255423657,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
236,9.361618041992188,9.275081245266659,0.08653679672552883,0.08556540086040217,-14.99117730588319,1.0,-0.029633471875428086,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
237,9.154798235212054,9.300299975336815,-0.14550174012476091,-0.14647313598988757,-15.074831592793265,1.0,-0.0044147418052720155,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
238,9.301943097795759,9.32157664396325,-0.01963354616749058,-0.02060494203261724,-15.137209211076906,1.0,0.0168619268211625,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
239,9.323895045689174,9.31803831762197,0.0058567280672043864,0.004885332202077726,-15.203125155701827,1.0,0.013323600479882458,32.0,2940.0,18.0,115.68,0,0.0,0,0.0,0.0
240,9.419621058872767,9.317923409598214,0.10169764927455383,0.10072625340942716,-15.269156008350503,1.0,0.01320869245612677,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
241,9.434934343610491,9.328911761848293,0.1060225817621987,0.10505118589707203,-15.3241985087491,1.0,0.024197044706205872,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
242,9.229458400181361,9.32353568563656,-0.09407728545519944,-0.09504868132032611,-15.38461708535943,1.0,0.01882096849447379,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
243,9.360813685825892,9.30373616121253,0.05707752461336213,0.05610612874823547,-15.46483518639379,1.0,-0.000978555929556535,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
244,9.231716700962611,9.270470444036988,-0.038753743074376956,-0.039725138939503614,-15.578319004603692,1.0,-0.0342442731050987,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
245,9.264310564313616,9.232045699139029,0.0322648651745876,0.03129346930946094,-15.730227567711554,1.0,-0.07266901800305803,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
246,9.185298374720983,9.222433907645089,-0.037135532924105874,-0.03810692878923253,-15.891747922313355,1.0,-0.08228080949699823,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
247,9.186761038643974,9.231644610969388,-0.04488357232541418,-0.045854968190540836,-16.044057573590855,1.0,-0.0730701061726986,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
248,9.165961129324776,9.233102292430644,-0.06714116310586782,-0.06811255897099448,-16.1949095434071,1.0,-0.07161242471144291,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
249,9.162175859723773,9.22499909692881,-0.06282323720503769,-0.06379463307016435,-16.35386470872518,1.0,-0.0797156202132765,32.0,2940.0,18.0,116.37,0,0.0,0,0.0,0.0
250,9.425288609095983,9.222637565768494,0.20265104332748862,0.20167964746236197,-16.515181405203577,1.0,-0.08207715137359273,32.0,2850.0,18.0,117.4,1,0.20265104332748862,0,0.0,0.0
251,9.241920471191406,9.227919598014987,0.014000873176419404,0.013029477311292743,-16.67121606943548,1.0,-0.07679511912709991,32.0,2850.0,18.0,117.4,1,0.014000873176419404,0,0.0,0.0
252,9.207588195800781,9.23414066859654,-0.026552472795758675,-0.027523868660885336,-16.82102966308583,1.0,-0.07057404854554683,32.0,2850.0,18.0,117.4,1,-0.026552472795758675,0,0.0,0.0
253,9.168767656598773,9.232916851432956,-0.06414919483418302,-0.06512059069930969,-16.972067073899765,1.0,-0.07179786570913116,32.0,2850.0,18.0,117.4,1,-0.06414919483418302,0,0.0,0.0
254,9.22373526436942,9.19255509668467,0.031180167684750515,0.030208771819623854,-17.163466239461986,1.0,-0.11215962045741712,32.0,2850.0,18.0,117.4,1,0.031180167684750515,0,0.0,0.0
255,9.209508623395648,9.186870730653101,0.02263789274254613,0.021666496877419467,-17.360549771055773,1.0,-0.11784398648898531,32.0,2850.0,18.0,117.4,1,0.02263789274254613,0,0.0,0.0
256,9.153609139578682,9.179236509362045,-0.025627369783363108,-0.02659876564848977,-17.56526752394062,1.0,-0.12547820778004137,32.0,2850.0,18.0,117.4,1,-0.025627369783363108,0,0.0,0.0
257,9.14275632585798,9.193808964320592,-0.051052638462612876,-0.052024034327739534,-17.75541282186692,1.0,-0.11090575282149473,32.0,2850.0,18.0,117.4,1,-0.051052638462612876,0,0.0,0.0
258,9.202129908970424,9.190500454026825,0.01162945494359846,0.0106580590784718,-17.948866630086982,1.0,-0.11421426311526162,32.0,2850.0,18.0,117.4,1,0.01162945494359846,0,0.0,0.0
259,9.154148646763392,9.204064583291812,-0.049915936528419635,-0.05088733239354629,-18.12875630904206,1.0,-0.10065013385027477,32.0,2850.0,18.0,117.4,1,-0.049915936528419635,0,0.0,0.0
260,9.270774841308594,9.203275641616509,0.06749919969208484,0.06652780382695818,-18.30943492967244,1.0,-0.10143907552557785,32.0,2857.0,18.0,118.22,1,0.06749919969208484,0,0.0,0.0
261,9.200575692313057,9.209245954241071,-0.0086702619280139,-0.009641657793140562,-18.48414323767826,1.0,-0.09546876290101558,32.0,2857.0,18.0,118.22,1,-0.0086702619280139,0,0.0,0.0
262,9.304457528250557,9.214943243532764,0.08951428471779366,0.08854288885266699,-18.653154256392387,1.0,-0.08977147360932314,32.0,2857.0,18.0,118.22,1,0.08951428471779366,0,0.0,0.0
263,9.148086547851562,9.21752680564413,-0.0694402577925679,-0.07041165365769457,-18.819581712995145,1.0,-0.08718791149795635,32.0,2857.0,18.0,118.22,1,-0.0694402577925679,0,0.0,0.0
264,9.184548514229911,9.221229708924584,-0.03668119469467257,-0.03765259055979923,-18.98230626631745,1.0,-0.08348500821750271,32.0,2857.0,18.0,118.22,1,-0.03668119469467257,0,0.0,0.0
265,9.242010934012276,9.217715049276546,0.02429588473573041,0.02332448887060375,-19.148545479287797,1.0,-0.08699966786554114,32.0,2857.0,18.0,118.22,1,0.02429588473573041,0,0.0,0.0
266,9.172233581542969,9.209534781319753,-0.0373011997767847,-0.03827259564191136,-19.322964960214932,1.0,-0.0951799358223333,32.0,2857.0,18.0,118.22,1,-0.0373011997767847,0,0.0,0.0
267,9.296695164271764,9.236777947873485,0.059917216398279294,0.058945820533152636,-19.470141274588336,1.0,-0.06793676926860215,32.0,2857.0,18.0,118.22,1,0.059917216398279294,0,0.0,0.0
268,9.175973074776786,9.2393484310228,-0.06337535624601287,-0.06434675211113954,-19.614747105812427,1.0,-0.06536628611928741,32.0,2857.0,18.0,118.22,1,-0.06337535624601287,0,0.0,0.0
269,9.247195652553014,9.231396889200017,0.015798763352997014,0.014827367487870353,-19.7673044788593,1.0,-0.07331782794206987,32.0,2857.0,18.0,118.22,1,0.015798763352997014,0,0.0,0.0
270,9.338788713727679,9.233068660813935,0.10572005291374431,0.10474865704861765,-19.918190080292256,1.0,-0.07164605632815224,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
271,9.202541896275111,9.267167539012675,-0.06462564273756399,-0.06559703860269066,-20.03497680352647,1.0,-0.03754717812941166,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
272,9.18635014125279,9.358832378776706,-0.17248223752391567,-0.17345363338904232,-20.060098686996653,1.0,0.05411766163461884,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
273,9.183935982840401,9.351323497538663,-0.1673875146982624,-0.16835891056338906,-20.09272945170488,1.0,0.04660878039657668,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
274,9.535387311662946,9.332792165328044,0.20259514633490205,0.2016237504697754,-20.143891548623728,1.0,0.028077448185957365,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
275,9.817626953125,9.328808531469228,0.48881842165577183,0.48784702579064515,-20.199037279401388,1.0,0.024093814327141416,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
276,9.194633483886719,9.397012827347734,-0.20237934346101483,-0.20335073932614148,-20.185978714300546,1.0,0.09229811020564682,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
277,9.209069388253349,9.409461507991868,-0.20039211973851856,-0.2013635156036452,-20.16047146855557,1.0,0.10474679084978078,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
278,9.174656459263392,9.372060658980388,-0.19740419971699552,-0.19837559558212217,-20.17236507182207,1.0,0.06734594183830112,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
279,9.663780212402344,9.290776778240593,0.37300343416175075,0.37203203829662407,-20.265542555828368,1.0,-0.013937938901493752,32.0,2940.0,11.0,118.22,0,0.0,0,0.0,0.0
280,9.27107674734933,9.289324390644929,-0.018247643295598692,-0.019219039160725353,-20.360172427430328,1.0,-0.015390326497158213,32.0,2940.0,11.0,118.37,0,0.0,0,0.0,0.0
281,9.273581368582589,9.284588405064174,-0.011007036481585075,-0.011978432346711736,-20.459538284613046,1.0,-0.020126312077913155,32.0,2940.0,11.0,118.37,0,0.0,0,0.0,0.0
282,9.248639787946429,9.310163536850286,-0.06152374890385737,-0.062495144768984025,-20.533329010009652,1.0,0.005448819708199437,32.0,2940.0,11.0,118.37,0,0.0,0,0.0,0.0
283,9.184466770717076,9.233989248470383,-0.04952247775330676,-0.05049387361843342,-20.68329402378616,1.0,-0.0707254686717036,32.0,2940.0,11.0,118.37,0,0.0,0,0.0,0.0
